SED_CODE_2024,SED_NAME_2024,SED_CODE_2025,SED_NAME_2025,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
60501,Lyons (Derwent),60501,Lyons (Derwent),1,Good,Good,0
60505,Lyons (Launceston),60505,Lyons (Launceston),1,Good,Good,0
60506,Lyons (McIntyre),60506,Lyons (McIntyre),1,Good,Good,0
60508,Lyons (Montgomery),60508,Lyons (Montgomery),1,Good,Good,0
60512,Lyons (Prosser),60512,Lyons (Prosser),1,Good,Good,0
60514,Lyons (Rumney),60514,Lyons (Rumney),1,Good,Good,0
69494,No usual address (Tas.),69494,No usual address (Tas.),1,Good,Good,0
69797,Migratory - Offshore - Shipping (Tas.),69797,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
70001,Arafura,70001,Arafura,1,Good,Good,0
70002,Araluen,70002,Araluen,1,Good,Good,0
70003,Arnhem,70003,Arnhem,1,Good,Good,0
70004,Barkly,70004,Barkly,1,Good,Good,0
70005,Blain,70005,Blain,1,Good,Good,0
70006,Braitling,70006,Braitling,1,Good,Good,0
70007,Brennan,70007,Brennan,1,Good,Good,0
70008,Casuarina,70008,Casuarina,1,Good,Good,0
70009,Daly,70009,Daly,1,Good,Good,0
70010,Drysdale,70010,Drysdale,1,Good,Good,0
70011,Fannie Bay,70011,Fannie Bay,1,Good,Good,0
70012,Fong Lim,70012,Fong Lim,1,Good,Good,0
70013,Goyder,70013,Goyder,1,Good,Good,0
70014,Gwoja,70014,Gwoja,1,Good,Good,0
70015,Johnston,70015,Johnston,1,Good,Good,0
70016,Karama,70016,Karama,1,Good,Good,0
70017,Katherine,70017,Katherine,1,Good,Good,0
70018,Mulka,70018,Mulka,1,Good,Good,0
70019,Namatjira,70019,Namatjira,1,Good,Good,0
70020,Nelson,70020,Nelson,1,Good,Good,0
70021,Nightcliff,70021,Nightcliff,1,Good,Good,0
70022,Port Darwin,70022,Port Darwin,1,Good,Good,0
70023,Sanderson,70023,Sanderson,1,Good,Good,0
70024,Spillett,70024,Spillett,1,Good,Good,0
70025,Wanguri,70025,Wanguri,1,Good,Good,0
79494,No usual address (NT),79494,No usual address (NT),1,Good,Good,0
79797,Migratory - Offshore - Shipping (NT),79797,Migratory - Offshore - Shipping (NT),1,Good,Good,0
80001,Brindabella,80001,Brindabella,1,Good,Good,0
80002,Ginninderra,80002,Ginninderra,1,Good,Good,0
80003,Kurrajong,80003,Kurrajong,1,Good,Good,0
80004,Murrumbidgee,80004,Murrumbidgee,1,Good,Good,0
80005,Yerrabi,80005,Yerrabi,1,Good,Good,0
89494,No usual address (ACT),89494,No usual address (ACT),1,Good,Good,0
89797,Migratory - Offshore - Shipping (ACT),89797,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
99191,Unclassified (OT),99191,Unclassified (OT),1,Good,Good,0
99494,No usual address (OT),99494,No usual address (OT),1,Good,Good,0
99797,Migratory - Offshore - Shipping (OT),99797,Migratory - Offshore - Shipping (OT),1,Good,Good,0
ZZZZZ,Outside Australia,ZZZZZ,Outside Australia,1,Good,Good,0
