SA2_CODE_2021,SA2_NAME_2021,CED_CODE_2024,CED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
801071074,Chisholm,801,Bean,1,Good,Good,0
801071075,Conder,801,Bean,1,Good,Good,0
801071076,Fadden,801,Bean,1,Good,Good,0
801071077,Gilmore,801,Bean,1,Good,Good,0
801071078,Gordon (ACT),801,Bean,1,Good,Good,0
801071079,Gowrie (ACT),801,Bean,1,Good,Good,0
801071080,Greenway,801,Bean,1,Good,Good,0
801071081,Isabella Plains,801,Bean,1,Good,Good,0
801071082,Kambah,801,Bean,1,Good,Good,0
801071083,Macarthur,801,Bean,1,Good,Good,0
801071084,Monash,801,Bean,1,Good,Good,0
801071085,Mount Taylor,801,Bean,1,Good,Good,0
801071086,Oxley (ACT),801,Bean,1,Good,Good,0
801071087,Richardson,801,Bean,1,Good,Good,0
801071088,Theodore,801,Bean,1,Good,Good,0
801071089,Tuggeranong,801,Bean,1,Good,Good,0
801071090,Wanniassa,801,Bean,1,Good,Good,0
801071132,Tuggeranong - West,801,Bean,1,Good,Good,0
801081091,Chapman,801,Bean,1,Good,Good,0
801081092,Duffy,801,Bean,1,Good,Good,0
801081093,Fisher,801,Bean,1,Good,Good,0
801081094,Holder,801,Bean,1,Good,Good,0
801081095,Rivett,801,Bean,1,Good,Good,0
801081096,Stirling,801,Bean,1,Good,Good,0
801081097,Waramanga,801,Bean,1,Good,Good,0
801081098,Weston,801,Bean,1,Good,Good,0
801081133,Scrivener,802,Canberra,1,Good,Good,0
801091099,Chifley,801,Bean,1,Good,Good,0
801091100,Curtin,802,Canberra,1,Good,Good,0
801091101,Farrer,801,Bean,1,Good,Good,0
801091102,Garran,802,Canberra,1,Good,Good,0
801091103,Hughes,802,Canberra,1,Good,Good,0
801091104,Isaacs,801,Bean,1,Good,Good,0
801091105,Lyons (ACT),802,Canberra,1,Good,Good,0
801091106,Mawson,801,Bean,1,Good,Good,0
801091107,O'Malley,801,Bean,1,Good,Good,0
801091108,Pearce,801,Bean,1,Good,Good,0
801091109,Phillip,801,Bean,1,Good,Good,0
801091110,Torrens,801,Bean,1,Good,Good,0
801101134,Arboretum,801,Bean,0.0015349,Good,Good,1
801101134,Arboretum,802,Canberra,0.9984651,Good,Good,0
801101135,Coombs,801,Bean,1,Good,Good,0
801101136,Denman Prospect,801,Bean,1,Good,Good,0
801101137,Molonglo,801,Bean,1,Good,Good,0
801101139,Wright,801,Bean,1,Good,Good,0
801101145,Molonglo - East,801,Bean,1,Good,Good,0
801101146,Whitlam,801,Bean,1,Good,Good,0
801111140,ACT - South West,801,Bean,1,Good,Good,0
801111141,Namadgi,801,Bean,1,Good,Good,0
897979799,Migratory - Offshore - Shipping (ACT),897,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
899999499,No usual address (ACT),894,No usual address (ACT),1,Good,Good,0
901011001,Christmas Island,701,Lingiari,1,Good,Good,0
901021002,Cocos (Keeling) Islands,701,Lingiari,1,Good,Good,0
901031003,Jervis Bay,803,Fenner,1,Good,Good,0
901041004,Norfolk Island,801,Bean,1,Good,Good,0
997979799,Migratory - Offshore - Shipping (OT),997,Migratory - Offshore - Shipping (OT),1,Good,Good,0
999999499,No usual address (OT),994,No usual address (OT),1,Good,Good,0
ZZZZZZZZZ,Outside Australia,ZZZ,Outside Australia,1,Good,Good,0
