SAL_CODE_2021,SAL_NAME_2021,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
41671,Yalpara,45400,Orroroo Carrieton,1,Good,Good,0
41672,Yamba (SA),46670,Renmark Paringa,1,Good,Good,0
41673,Yanerbie,47490,Streaky Bay,1,Good,Good,0
41674,Yaninee,48640,Wudinna,1,Good,Good,0
41675,Yankalilla,48750,Yankalilla,1,Good,Good,0
41676,Yantanabie,47490,Streaky Bay,1,Good,Good,0
41677,Yanyarrie,45400,Orroroo Carrieton,1,Good,Good,0
41678,Yardea,49399,Unincorporated SA,1,Good,Good,0
41679,Yarrah,41830,Flinders Ranges,0.8615226,Good,Good,0
41679,Yarrah,49399,Unincorporated SA,0.1384774,Good,Good,0
41680,Yatala Vale,47700,Tea Tree Gully,1,Good,Good,0
41681,Yatina,45120,Northern Areas,0.5710889,Good,Good,0
41681,Yatina,45400,Orroroo Carrieton,0.4289111,Good,Good,0
41682,Yattalunga (SA),45680,Playford,1,Good,Good,0
41683,Yeelanna,43710,Lower Eyre Peninsula,1,Good,Good,0
41684,Yellabinna,49399,Unincorporated SA,1,Good,Good,0
41685,Yelta (SA),41560,Copper Coast,1,Good,Good,0
41686,Yinkanie,43790,Loxton Waikerie,1,Good,Good,0
41687,Yongala,45540,Peterborough,1,Good,Good,0
41688,Yorke Valley,48830,Yorke Peninsula,1,Good,Good,0
41689,Yorketown,48830,Yorke Peninsula,1,Good,Good,0
41690,Younghusband,44210,Mid Murray,1,Good,Good,0
41691,Younghusband Holdings,44210,Mid Murray,1,Good,Good,0
41692,Yumali,47800,Coorong,1,Good,Good,0
41693,Yumbarra,49399,Unincorporated SA,1,Good,Good,0
41694,Yundi,40220,Alexandrina,1,Good,Good,0
41695,Yunta,49399,Unincorporated SA,1,Good,Good,0
41696,Zadows Landing,44210,Mid Murray,1,Good,Good,0
49494,No usual address (SA),49499,No usual address (SA),1,Good,Good,0
49797,Migratory - Offshore - Shipping (SA),49799,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50001,Abba River,51260,Busselton,1,Good,Good,0
50002,Abbey,51260,Busselton,1,Good,Good,0
50003,Acton Park (WA),51260,Busselton,1,Good,Good,0
50004,Adamsvale,52100,Corrigin,1,Good,Good,0
50005,Ajana,56790,Northampton,1,Good,Good,0
50006,Albany,50080,Albany,1,Good,Good,0
50007,Aldersyde,50910,Brookton,1,Good,Good,0
50008,Alexander Heights,58760,Wanneroo,1,Good,Good,0
50009,Alexandra Bridge,50280,Augusta Margaret River,1,Good,Good,0
50010,Alfred Cove,55320,Melville,1,Good,Good,0
50011,Alkimos,58760,Wanneroo,1,Good,Good,0
50012,Allanooka,54060,Irwin,1,Good,Good,0
50013,Allanson,51890,Collie,1,Good,Good,0
50014,Alma (WA),56790,Northampton,1,Good,Good,0
50015,Ambania,53800,Greater Geraldton,1,Good,Good,0
50016,Ambergate,51260,Busselton,1,Good,Good,0
50017,Amelup,53640,Gnowangerup,1,Good,Good,0
50018,Angelo River,55250,Meekatharra,1,Good,Good,0
50019,Anketell,54830,Kwinana,1,Good,Good,0
50020,Anniebrook,51260,Busselton,1,Good,Good,0
50021,Antonymyre,54310,Karratha,1,Good,Good,0
50022,Applecross,55320,Melville,1,Good,Good,0
50023,Ardath,51120,Bruce Rock,1,Good,Good,0
50024,Ardross,55320,Melville,1,Good,Good,0
50025,Argyle (WA),52870,Donnybrook-Balingup,1,Good,Good,0
50026,Armadale (WA),50210,Armadale,1,Good,Good,0
50027,Arrino,58260,Three Springs,1,Good,Good,0
50028,Arrowsmith,54060,Irwin,1,Good,Good,0
50029,Arrowsmith East,58260,Three Springs,1,Good,Good,0
50030,Arthur River (WA),58890,West Arthur,1,Good,Good,0
50031,Ascot (WA),50490,Belmont,1,Good,Good,0
50032,Ashby (WA),58760,Wanneroo,1,Good,Good,0
50033,Ashendon,50210,Armadale,1,Good,Good,0
50034,Ashfield (WA),50350,Bassendean,1,Good,Good,0
50035,Attadale,55320,Melville,1,Good,Good,0
50036,Atwell,51820,Cockburn,1,Good,Good,0
50037,Aubin Grove,51820,Cockburn,1,Good,Good,0
50038,Augusta,50280,Augusta Margaret River,1,Good,Good,0
50039,Australind,52660,Dardanup,8.70E-06,Good,Good,1
50039,Australind,53990,Harvey,0.9999913,Good,Good,0
50040,Aveley,58050,Swan,1,Good,Good,0
50041,Avon Valley National Park,58050,Swan,1,Good,Good,0
50042,Baandee,54410,Kellerberrin,1,Good,Good,0
50043,Babakin,51120,Bruce Rock,1,Good,Good,0
50044,Babbage Island,51540,Carnarvon,1,Good,Good,0
50045,Badgebup,54340,Katanning,1,Good,Good,0
50046,Badgerin Rock,54690,Koorda,1,Good,Good,0
50047,Badgin,59370,York,1,Good,Good,0
50048,Badgingarra,52590,Dandaragan,1,Good,Good,0
50049,Badjaling,57350,Quairading,1,Good,Good,0
50050,Bailup,56090,Mundaring,1,Good,Good,0
50051,Bakers Hill,56730,Northam,1,Good,Good,0
50052,Balbarrup,55180,Manjimup,1,Good,Good,0
50053,Balcatta,57910,Stirling,1,Good,Good,0
50054,Baldivis,57490,Rockingham,1,Good,Good,0
50055,Balga,57910,Stirling,0.9999993,Good,Good,0
50055,Balga,58760,Wanneroo,7.00E-07,Good,Good,1
50056,Balingup,52870,Donnybrook-Balingup,1,Good,Good,0
50057,Balkuling,57350,Quairading,1,Good,Good,0
50058,Balla Balla,54310,Karratha,0.9975278,Good,Good,0
50058,Balla Balla,57280,Port Hedland,0.0024722,Good,Good,1
50059,Balladong,59370,York,1,Good,Good,0
50060,Balladonia,53080,Dundas,1,Good,Good,0
50061,Ballajura,58050,Swan,1,Good,Good,0
50062,Ballaying,58610,Wagin,1,Good,Good,0
50063,Ballidu,59310,Wongan-Ballidu,1,Good,Good,0
50064,Bally Bally,50560,Beverley,1,Good,Good,0
50065,Bambun,53570,Gingin,1,Good,Good,0
50066,Bandy Creek,53290,Esperance,1,Good,Good,0
50067,Bandya,54970,Laverton,1,Good,Good,0
50068,Banjup,51820,Cockburn,1,Good,Good,0
50069,Banksia Grove,58760,Wanneroo,1,Good,Good,0
50070,Banksiadale,56230,Murray,1,Good,Good,0
50071,Bannister (WA),50630,Boddington,0.8471682,Good,Good,0
50071,Bannister (WA),58680,Wandering,0.1528318,Good,Good,0
50072,Barbalin,55950,Mukinbudin,1,Good,Good,0
50073,Barberton,55600,Moora,1,Good,Good,0
50074,Barrabup,56300,Nannup,1,Good,Good,0
50075,Barragup,56230,Murray,1,Good,Good,0
50076,Barrow Island,50250,Ashburton,0.9939665,Good,Good,0
50076,Barrow Island,54310,Karratha,0.0060335,Good,Good,1
50077,Baskerville,58050,Swan,1,Good,Good,0
50078,Bassendean (WA),50350,Bassendean,1,Good,Good,0
50079,Bateman,55320,Melville,1,Good,Good,0
50080,Baudin,50280,Augusta Margaret River,1,Good,Good,0
50081,Baynton (WA),54310,Karratha,1,Good,Good,0
50082,Bayonet Head,50080,Albany,1,Good,Good,0
50083,Bayswater (WA),50420,Bayswater,1,Good,Good,0
50084,Beachlands,53800,Greater Geraldton,1,Good,Good,0
50085,Beacon,55880,Mount Marshall,1,Good,Good,0
50086,Beaconsfield (WA),53430,Fremantle,1,Good,Good,0
50087,Beadell,54970,Laverton,1,Good,Good,0
50088,Beaufort River,59320,Woodanilling,1,Good,Good,0
50089,Beaumont (WA),53290,Esperance,1,Good,Good,0
50090,Beckenham,53780,Gosnells,1,Good,Good,0
50091,Bedford,50420,Bayswater,1,Good,Good,0
50092,Bedfordale,50210,Armadale,1,Good,Good,0
50093,Beechboro,58050,Swan,1,Good,Good,0
50094,Beechina,56090,Mundaring,1,Good,Good,0
50095,Beedelup,55180,Manjimup,1,Good,Good,0
50096,Beela,53990,Harvey,1,Good,Good,0
50097,Beelerup,52870,Donnybrook-Balingup,1,Good,Good,0
50098,Beeliar,51820,Cockburn,1,Good,Good,0
50099,Beenong,54900,Lake Grace,1,Good,Good,0
50100,Beermullah,53570,Gingin,1,Good,Good,0
50101,Bejoording,58330,Toodyay,1,Good,Good,0
50102,Beldon,54170,Joondalup,1,Good,Good,0
50103,Belhus,58050,Swan,1,Good,Good,0
50104,Bellevue (WA),56090,Mundaring,0.4028779,Good,Good,0
50104,Bellevue (WA),58050,Swan,0.5971221,Good,Good,0
50105,Belmont (WA),50490,Belmont,1,Good,Good,0
50106,Bencubbin,55880,Mount Marshall,1,Good,Good,0
50107,Benger,53990,Harvey,1,Good,Good,0
50108,Benjaberring,59330,Wyalkatchem,1,Good,Good,0
50109,Benjinup,50770,Boyup Brook,1,Good,Good,0
50110,Bennett Springs,58050,Swan,1,Good,Good,0
50111,Bentley (WA),51330,Canning,0.8130585,Acceptable,Good,0
50111,Bentley (WA),58510,Victoria Park,0.1869415,Good,Good,0
50112,Beresford,53800,Greater Geraldton,1,Good,Good,0
50113,Berkshire Valley,55600,Moora,1,Good,Good,0
50114,Bernier Island,51540,Carnarvon,1,Good,Good,0
50115,Bertram,54830,Kwinana,1,Good,Good,0
50116,Beverley (WA),50560,Beverley,1,Good,Good,0
50117,Bibra Lake,51820,Cockburn,1,Good,Good,0
50118,Bickley,54200,Kalamunda,1,Good,Good,0
50119,Bicton,55320,Melville,1,Good,Good,0
50120,Biddelia,56300,Nannup,1,Good,Good,0
50121,Big Grove,50080,Albany,1,Good,Good,0
50122,Bilbarin,52100,Corrigin,1,Good,Good,0
50123,Bilingurr,50980,Broome,1,Good,Good,0
50124,Bimbijy,55880,Mount Marshall,1,Good,Good,0
50125,Bindi Bindi,55600,Moora,1,Good,Good,0
50126,Bindoon,51680,Chittering,1,Good,Good,0
50127,Bindoon Training Area,58330,Toodyay,1,Good,Good,0
50128,Binduli,54280,Kalgoorlie-Boulder,1,Good,Good,0
50129,Binningup,53990,Harvey,1,Good,Good,0
50130,Binnu,56790,Northampton,1,Good,Good,0
50131,Birchmont,56230,Murray,1,Good,Good,0
50132,Bluff Point,53800,Greater Geraldton,1,Good,Good,0
50133,Blythewood,56230,Murray,1,Good,Good,0
50134,Boallia,51260,Busselton,1,Good,Good,0
50135,Bobalong,51080,Broomehill-Tambellup,1,Good,Good,0
50136,Bodallin,59360,Yilgarn,1,Good,Good,0
50137,Boddington,50630,Boddington,1,Good,Good,0
50138,Boilup,54550,Kojonup,1,Good,Good,0
50139,Bokal,58890,West Arthur,1,Good,Good,0
50140,Bolgart,58540,Victoria Plains,1,Good,Good,0
50141,Bonnie Rock,55950,Mukinbudin,1,Good,Good,0
50142,Bonniefield,54060,Irwin,1,Good,Good,0
50143,Boodarie,57280,Port Hedland,1,Good,Good,0
50144,Boodarockin,59030,Westonia,1,Good,Good,0
50145,Bookara,54060,Irwin,1,Good,Good,0
50146,Boonanarring,53570,Gingin,1,Good,Good,0
50147,Boorabbin,51960,Coolgardie,1,Good,Good,0
50148,Booragoon,55320,Melville,1,Good,Good,0
50149,Booralaming,54690,Koorda,1,Good,Good,0
50150,Boorara,54280,Kalgoorlie-Boulder,1,Good,Good,0
50151,Boorara Brook,55180,Manjimup,1,Good,Good,0
50152,Bootenal,53800,Greater Geraldton,1,Good,Good,0
50153,Boothendarra,52590,Dandaragan,1,Good,Good,0
50154,Boranup,50280,Augusta Margaret River,1,Good,Good,0
50155,Borden,53640,Gnowangerup,1,Good,Good,0
50156,Borderdale,51080,Broomehill-Tambellup,1,Good,Good,0
50157,Bornholm,50080,Albany,1,Good,Good,0
50158,Boscabel,54550,Kojonup,1,Good,Good,0
50159,Boulder,54280,Kalgoorlie-Boulder,1,Good,Good,0
50160,Boundain,56460,Narrogin,1,Good,Good,0
50161,Bouvard,55110,Mandurah,1,Good,Good,0
50162,Bovell,51260,Busselton,1,Good,Good,0
50163,Bow Bridge,52730,Denmark,1,Good,Good,0
50164,Bowelling,58890,West Arthur,1,Good,Good,0
50165,Bowes,56790,Northampton,1,Good,Good,0
50166,Bowgada,57000,Perenjori,1,Good,Good,0
50167,Boxwood Hill,54130,Jerramungup,1,Good,Good,0
50168,Boya,56090,Mundaring,1,Good,Good,0
50169,Boyanup,51400,Capel,1,Good,Good,0
50170,Boyatup,53290,Esperance,1,Good,Good,0
50171,Boyerine,59320,Woodanilling,1,Good,Good,0
50172,Boyup Brook,50770,Boyup Brook,1,Good,Good,0
50173,Brabham,58050,Swan,1,Good,Good,0
50174,Bramley,50280,Augusta Margaret River,1,Good,Good,0
50175,Brazier,52870,Donnybrook-Balingup,1,Good,Good,0
50176,Breera,53570,Gingin,1,Good,Good,0
50177,Bremer Bay,54130,Jerramungup,1,Good,Good,0
50178,Brentwood (WA),55320,Melville,1,Good,Good,0
50179,Breton Bay,53570,Gingin,1,Good,Good,0
50180,Bridgetown,50840,Bridgetown-Greenbushes,1,Good,Good,0
50181,Brigadoon,58050,Swan,1,Good,Good,0
50182,Bringo,53800,Greater Geraldton,1,Good,Good,0
50183,Broadwater (WA),51260,Busselton,1,Good,Good,0
50184,Broadwood,54280,Kalgoorlie-Boulder,1,Good,Good,0
50185,Brockman,51540,Carnarvon,1,Good,Good,0
50186,Broke (WA),55180,Manjimup,1,Good,Good,0
50187,Brookdale (WA),50210,Armadale,1,Good,Good,0
50188,Brookhampton,52870,Donnybrook-Balingup,1,Good,Good,0
50189,Brookton,50910,Brookton,1,Good,Good,0
50190,Broome,50980,Broome,1,Good,Good,0
50191,Broomehill East,51080,Broomehill-Tambellup,1,Good,Good,0
50192,Broomehill Village,51080,Broomehill-Tambellup,1,Good,Good,0
50193,Broomehill West,51080,Broomehill-Tambellup,1,Good,Good,0
50194,Brown Hill (WA),54280,Kalgoorlie-Boulder,1,Good,Good,0
50195,Brown Range,51540,Carnarvon,1,Good,Good,0
50196,Bruce Rock,51120,Bruce Rock,1,Good,Good,0
50197,Brunswick (WA),53990,Harvey,1,Good,Good,0
50198,Buckingham (WA),51890,Collie,1,Good,Good,0
50199,Buckland (WA),56730,Northam,1,Good,Good,0
50200,Bulgarra,54310,Karratha,1,Good,Good,0
50201,Bull Creek (WA),55320,Melville,1,Good,Good,0
50202,Bullabulling,51960,Coolgardie,1,Good,Good,0
50203,Bullaring,52100,Corrigin,1,Good,Good,0
50204,Buller,51610,Chapman Valley,1,Good,Good,0
50205,Bullfinch,59360,Yilgarn,1,Good,Good,0
50206,Bullock Hills,53010,Dumbleyung,1,Good,Good,0
50207,Bullsbrook,58050,Swan,1,Good,Good,0
50208,Bulong,54280,Kalgoorlie-Boulder,1,Good,Good,0
50209,Bulyee,52100,Corrigin,1,Good,Good,0
50210,Bunbury (WA),51190,Bunbury,1,Good,Good,0
50211,Bundanoon (WA),55530,Mingenew,1,Good,Good,0
50212,Buniche,54900,Lake Grace,1,Good,Good,0
50213,Bunjil,57000,Perenjori,1,Good,Good,0
50214,Buntine,52520,Dalwallinu,1,Good,Good,0
50215,Burakin,59310,Wongan-Ballidu,1,Good,Good,0
50216,Buraminya,53290,Esperance,1,Good,Good,0
50217,Burekup,52660,Dardanup,1,Good,Good,0
50218,Burges,59370,York,1,Good,Good,0
50219,Burlong,56730,Northam,1,Good,Good,0
50220,Burma Road,53800,Greater Geraldton,1,Good,Good,0
50221,Burns Beach,54170,Joondalup,1,Good,Good,0
50222,Burnside (WA),50280,Augusta Margaret River,1,Good,Good,0
50223,Burracoppin,55460,Merredin,1,Good,Good,0
50224,Burran Rock,56860,Nungarin,1,Good,Good,0
50225,Burrup,54310,Karratha,1,Good,Good,0
50226,Burswood,58510,Victoria Park,1,Good,Good,0
50227,Bushmead,58050,Swan,1,Good,Good,0
50228,Busselton,51260,Busselton,1,Good,Good,0
50229,Butler (WA),58760,Wanneroo,1,Good,Good,0
50230,Byford,57700,Serpentine-Jarrahdale,1,Good,Good,0
50231,Cable Beach,50980,Broome,1,Good,Good,0
50232,Cadoux,59310,Wongan-Ballidu,1,Good,Good,0
50233,Caiguna,53080,Dundas,1,Good,Good,0
50234,Calingiri,58540,Victoria Plains,1,Good,Good,0
50235,Calista,54830,Kwinana,1,Good,Good,0
50236,Caljie,59370,York,1,Good,Good,0
50237,Callcup,55180,Manjimup,1,Good,Good,0
50238,Camballin,52800,Derby-West Kimberley,1,Good,Good,0
50239,Cambridge Gulf,59340,Wyndham-East Kimberley,1,Good,Good,0
50240,Camillo,50210,Armadale,1,Good,Good,0
50241,Cancanning,58610,Wagin,1,Good,Good,0
50242,Cane,50250,Ashburton,1,Good,Good,0
50243,Canna,55670,Morawa,1,Good,Good,0
50244,Canning Mills,54200,Kalamunda,1,Good,Good,0
50245,Canning Vale,51330,Canning,0.2924081,Acceptable,Good,0
50245,Canning Vale,53780,Gosnells,0.7075919,Good,Good,0
50246,Cannington,51330,Canning,1,Acceptable,Good,0
50247,Cape Arid,53290,Esperance,1,Good,Good,0
50248,Cape Burney,53800,Greater Geraldton,1,Good,Good,0
50249,Cape Le Grand,53290,Esperance,1,Good,Good,0
50250,Cape Range National Park,53360,Exmouth,1,Good,Good,0
50251,Capel,51400,Capel,1,Good,Good,0
50252,Capel River,51400,Capel,1,Good,Good,0
50253,Capricorn,55250,Meekatharra,1,Good,Good,0
50254,Caraban,53570,Gingin,1,Good,Good,0
50255,Carabooda,58760,Wanneroo,1,Good,Good,0
50256,Carani,58540,Victoria Plains,1,Good,Good,0
50257,Carbla,57770,Shark Bay,1,Good,Good,0
50258,Carbunup River,51260,Busselton,1,Good,Good,0
50259,Cardiff (WA),51890,Collie,1,Good,Good,0
50260,Cardup,57700,Serpentine-Jarrahdale,1,Good,Good,0
50261,Carey Park,51190,Bunbury,1,Good,Good,0
50262,Carine,57910,Stirling,1,Good,Good,0
50263,Carlisle,58510,Victoria Park,1,Good,Good,0
50264,Carlotta,56300,Nannup,1,Good,Good,0
50265,Carmel,54200,Kalamunda,1,Good,Good,0
50266,Carnamah,51470,Carnamah,1,Good,Good,0
50267,Carnarvon,51540,Carnarvon,1,Good,Good,0
50268,Carrabin,59030,Westonia,1,Good,Good,0
50269,Carramar (WA),58760,Wanneroo,1,Good,Good,0
50270,Carrolup,54340,Katanning,1,Good,Good,0
50271,Cartmeticup,59320,Woodanilling,1,Good,Good,0
50272,Cascade (WA),53290,Esperance,1,Good,Good,0
50273,Castletown,53290,Esperance,1,Good,Good,0
50274,Casuarina (WA),54830,Kwinana,1,Good,Good,0
50275,Cataby,52590,Dandaragan,1,Good,Good,0
50276,Catterick,50840,Bridgetown-Greenbushes,1,Good,Good,0
50277,Caversham,58050,Swan,1,Good,Good,0
50278,Centennial Park (WA),50080,Albany,1,Good,Good,0
50279,Cervantes,52590,Dandaragan,1,Good,Good,0
50280,Chadwick,53290,Esperance,1,Good,Good,0
50281,Champion Lakes,50210,Armadale,1,Good,Good,0
50282,Chandler (WA),56860,Nungarin,1,Good,Good,0
50283,Changerup,54550,Kojonup,1,Good,Good,0
50284,Channybearup,55180,Manjimup,1,Good,Good,0
50285,Chapman Hill,51260,Busselton,1,Good,Good,0
50286,Charley Creek,52870,Donnybrook-Balingup,1,Good,Good,0
50287,Cherry Tree Pool,54550,Kojonup,1,Good,Good,0
50288,Cheynes,50080,Albany,1,Good,Good,0
50289,Chichester (WA),50250,Ashburton,1,Good,Good,0
50290,Chidlow,56090,Mundaring,1,Good,Good,0
50291,Chittering,51680,Chittering,1,Good,Good,0
50292,Chowerup,50770,Boyup Brook,1,Good,Good,0
50293,Churchlands,57910,Stirling,1,Good,Good,0
50294,City Beach,51310,Cambridge,1,Acceptable,Good,0
50295,Clackline,56730,Northam,1,Good,Good,0
50296,Claremont (WA),51750,Claremont,0.9634878,Acceptable,Good,0
50296,Claremont (WA),52170,Cottesloe,0.0239818,Good,Good,0
50296,Claremont (WA),56580,Nedlands,0.0125304,Acceptable,Good,0
50297,Clarkson,58760,Wanneroo,1,Good,Good,0
50298,Cleary,55880,Mount Marshall,1,Good,Good,0
50299,Cleaverville,54310,Karratha,1,Good,Good,0
50300,Clifton (WA),55110,Mandurah,0.6666667,Good,Good,0
50300,Clifton (WA),58820,Waroona,0.3333333,Good,Good,0
50301,Cloverdale,50490,Belmont,1,Good,Good,0
50302,Coblinine,54340,Katanning,1,Good,Good,0
50303,Coburn,57770,Shark Bay,1,Good,Good,0
50304,Cockburn Central,51820,Cockburn,1,Good,Good,0
50305,Cocklebiddy,53080,Dundas,1,Good,Good,0
50306,Codjatotine,58680,Wandering,1,Good,Good,0
50307,Cold Harbour,59370,York,1,Good,Good,0
50308,Collanilling,58610,Wagin,1,Good,Good,0
50309,College Grove,51190,Bunbury,1,Good,Good,0
50310,Collie (WA),51890,Collie,1,Good,Good,0
50311,Collie Burn,51890,Collie,1,Good,Good,0
50312,Collingwood Heights,50080,Albany,1,Good,Good,0
50313,Collingwood Park (WA),50080,Albany,1,Good,Good,0
50314,Collins,55180,Manjimup,1,Good,Good,0
50315,Commodine,52310,Cuballing,1,Good,Good,0
50316,Como (WA),57840,South Perth,1,Good,Good,0
50317,Condingup,53290,Esperance,1,Good,Good,0
50318,Connolly,54170,Joondalup,1,Good,Good,0
50319,Contine,52310,Cuballing,1,Good,Good,0
50320,Coodanup,55110,Mandurah,1,Good,Good,0
50321,Coogee (WA),51820,Cockburn,1,Good,Good,0
50322,Cookernup,53990,Harvey,1,Good,Good,0
50323,Cooladar Hill,55810,Mount Magnet,1,Good,Good,0
50324,Coolbellup,51820,Cockburn,1,Good,Good,0
50325,Coolbinia,57910,Stirling,0.9554025,Good,Good,0
50325,Coolbinia,58570,Vincent,0.0445975,Acceptable,Good,0
50326,Coolcalalaya,56790,Northampton,1,Good,Good,0
50327,Coolgardie (WA),51960,Coolgardie,1,Good,Good,0
50328,Cooljarloo,52590,Dandaragan,1,Good,Good,0
50329,Cooloongup,57490,Rockingham,1,Good,Good,0
50330,Coolup,56230,Murray,1,Good,Good,0
50331,Coomalbidgup,53290,Esperance,1,Good,Good,0
50332,Coomberdale,55600,Moora,1,Good,Good,0
50333,Coonabidgee,53570,Gingin,1,Good,Good,0
50334,Coondle,58330,Toodyay,1,Good,Good,0
50335,Coorow,52030,Coorow,1,Good,Good,0
50336,Cooya Pooya,54310,Karratha,1,Good,Good,0
50337,Copley (WA),56730,Northam,1,Good,Good,0
50338,Coral Bay,51540,Carnarvon,1,Good,Good,0
50339,Corinthia,59360,Yilgarn,1,Good,Good,0
50340,Corrigin,52100,Corrigin,1,Good,Good,0
50341,Cosmo Newbery,54970,Laverton,1,Good,Good,0
50342,Cossack (WA),54310,Karratha,1,Good,Good,0
50343,Cottesloe,52170,Cottesloe,1,Good,Good,0
50344,Courtenay,50280,Augusta Margaret River,1,Good,Good,0
50345,Cowalellup,53640,Gnowangerup,1,Good,Good,0
50346,Cowalla,53570,Gingin,1,Good,Good,0
50347,Cowaramup,50280,Augusta Margaret River,1,Good,Good,0
50348,Cowcowing,59330,Wyalkatchem,1,Good,Good,0
50349,Coyrecup,54340,Katanning,1,Good,Good,0
50350,Craigie (WA),54170,Joondalup,1,Good,Good,0
50351,Cramphorne,56370,Narembeen,1,Good,Good,0
50352,Cranbrook (WA),52240,Cranbrook,1,Good,Good,0
50353,Crawley,57080,Perth,1,Acceptable,Good,0
50354,Crooked Brook,52660,Dardanup,1,Good,Good,0
50355,Crossman,50630,Boddington,1,Good,Good,0
50356,Crowea,55180,Manjimup,1,Good,Good,0
50357,Cuballing,52310,Cuballing,1,Good,Good,0
50358,Cubbine,57350,Quairading,1,Good,Good,0
50359,Cue,52380,Cue,1,Good,Good,0
50360,Culham,58330,Toodyay,1,Good,Good,0
50361,Cullacabardee,58050,Swan,1,Good,Good,0
50362,Cullalla,53570,Gingin,1,Good,Good,0
50363,Cundeelee,54280,Kalgoorlie-Boulder,1,Good,Good,0
50364,Cunderdin,52450,Cunderdin,1,Good,Good,0
50365,Cundinup,52870,Donnybrook-Balingup,0.1720749,Good,Good,0
50365,Cundinup,56300,Nannup,0.8279251,Good,Good,0
50366,Cunjardine,53710,Goomalling,1,Good,Good,0
50367,Currambine,54170,Joondalup,1,Good,Good,0
50368,Cuthbert,50080,Albany,1,Good,Good,0
50369,Daadenning Creek,54410,Kellerberrin,1,Good,Good,0
50370,Daggar Hills,55810,Mount Magnet,1,Good,Good,0
50371,Daglish,57980,Subiaco,1,Good,Good,0
50372,Dale,50560,Beverley,1,Good,Good,0
50373,Daliak,59370,York,1,Good,Good,0
50374,Dalkeith,56580,Nedlands,1,Acceptable,Good,0
50375,Dalwallinu,52520,Dalwallinu,1,Good,Good,0
50376,Dalyellup,51400,Capel,1,Good,Good,0
50377,Dalyup,53290,Esperance,1,Good,Good,0
50378,Dampier,54310,Karratha,1,Good,Good,0
50379,Dampier Archipelago,54310,Karratha,1,Good,Good,0
50380,Dampier Peninsula,50980,Broome,0.9999904,Good,Good,0
50380,Dampier Peninsula,52800,Derby-West Kimberley,9.60E-06,Good,Good,1
50381,Dandanning,55950,Mukinbudin,1,Good,Good,0
50382,Dandaragan,52590,Dandaragan,1,Good,Good,0
50383,Dangin,57350,Quairading,1,Good,Good,0
50384,Darch,58760,Wanneroo,1,Good,Good,0
50385,Dardadine,59170,Williams,1,Good,Good,0
50386,Dardanup,52660,Dardanup,1,Good,Good,0
50387,Dardanup West,52660,Dardanup,1,Good,Good,0
50388,Darkan,58890,West Arthur,1,Good,Good,0
50389,Darling Downs,57700,Serpentine-Jarrahdale,1,Good,Good,0
50390,Darlington (WA),56090,Mundaring,1,Good,Good,0
50391,Darradup,56300,Nannup,1,Good,Good,0
50392,Dartmoor (WA),51610,Chapman Valley,1,Good,Good,0
50393,Dartnall,51080,Broomehill-Tambellup,1,Good,Good,0
50394,Datatine,53010,Dumbleyung,1,Good,Good,0
50395,Davenport (WA),51190,Bunbury,1,Good,Good,0
50396,Dawesville,55110,Mandurah,1,Good,Good,0
50397,Dayton,58050,Swan,1,Good,Good,0
50398,De Grey,57280,Port Hedland,1,Good,Good,0
50399,Deanmill,55180,Manjimup,1,Good,Good,0
50400,Deepdale,53800,Greater Geraldton,1,Good,Good,0
50401,Deepdene (WA),50280,Augusta Margaret River,1,Good,Good,0
50402,Denbarker,57210,Plantagenet,1,Good,Good,0
50403,Denham,57770,Shark Bay,1,Good,Good,0
50404,Denmark,52730,Denmark,1,Good,Good,0
50405,Derby (WA),52800,Derby-West Kimberley,1,Good,Good,0
50406,Devils Creek,53800,Greater Geraldton,1,Good,Good,0
50407,Dewars Pool,58330,Toodyay,1,Good,Good,0
50408,Diamond Tree,55180,Manjimup,1,Good,Good,0
50409,Dianella,50420,Bayswater,0.003722,Good,Good,1
50409,Dianella,57910,Stirling,0.996278,Good,Good,0
50410,Dindiloa,51610,Chapman Valley,1,Good,Good,0
50411,Dingup,55180,Manjimup,1,Good,Good,0
50412,Dinninup,50770,Boyup Brook,1,Good,Good,0
50413,Dirk Hartog Island,57770,Shark Bay,1,Good,Good,0
50414,Dixvale,55180,Manjimup,1,Good,Good,0
50415,Djugun,50980,Broome,1,Good,Good,0
50416,Dongara,54060,Irwin,1,Good,Good,0
50417,Dongolocking,53010,Dumbleyung,1,Good,Good,0
50418,Donnelly River,56300,Nannup,1,Good,Good,0
50419,Donnybrook (WA),52870,Donnybrook-Balingup,1,Good,Good,0
50420,Doodenanning,57350,Quairading,1,Good,Good,0
50421,Doodlakine,54410,Kellerberrin,1,Good,Good,0
50422,Dorre Island,51540,Carnarvon,1,Good,Good,0
50423,Doubleview,57910,Stirling,1,Good,Good,0
50424,Dowerin,52940,Dowerin,1,Good,Good,0
50425,Drome,50080,Albany,1,Good,Good,0
50426,Drummond Cove,53800,Greater Geraldton,1,Good,Good,0
50427,Dryandra,52310,Cuballing,1,Good,Good,0
50428,Drysdale River,59340,Wyndham-East Kimberley,1,Good,Good,0
