SAL_CODE_2021,SAL_NAME_2021,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
12872,Murrumbo,15270,Mid-Western Regional,1,Good,Good,0
12873,Murrumbucca,17040,Snowy Monaro Regional,1,Good,Good,0
12874,Murrumburrah,13910,Hilltops,1,Good,Good,0
12875,Murrurundi,17620,Upper Hunter Shire,1,Good,Good,0
12876,Murulla,17620,Upper Hunter Shire,1,Good,Good,0
12877,Murwillumbah,17550,Tweed,1,Good,Good,0
12878,Muscle Creek,15650,Muswellbrook,1,Good,Good,0
12879,Muswellbrook,15650,Muswellbrook,1,Good,Good,0
12880,Mutawintji,19399,Unincorporated NSW,1,Acceptable,Good,0
12881,Muttama,12160,Cootamundra-Gundagai Regional,1,Good,Good,0
12882,Myall Creek,13660,Gwydir,0.2073717,Good,Good,0
12882,Myall Creek,14220,Inverell,0.7926283,Good,Good,0
12883,Myall Lake,15240,Mid-Coast,1,Good,Good,0
12884,Myall Park (NSW),11600,Carrathool,0.1535695,Good,Good,0
12884,Myall Park (NSW),13450,Griffith,0.8464305,Good,Good,0
12885,Myalla (NSW),17040,Snowy Monaro Regional,1,Good,Good,0
12886,Mylestom,10600,Bellingen,1,Good,Good,0
12887,Mylneford,11730,Clarence Valley,1,Good,Good,0
12888,Myocum,11350,Byron,1,Good,Good,0
12889,Myola (NSW),16950,Shoalhaven,1,Good,Good,0
12890,Myrtle Creek (NSW),16610,Richmond Valley,1,Good,Good,0
12891,Myrtle Mountain,10550,Bega Valley,1,Good,Good,0
12892,Myrtle Park,12730,Edward River,1,Good,Good,0
12893,Myrtleville,17640,Upper Lachlan Shire,1,Good,Good,0
12894,Mystery Bay,12750,Eurobodalla,1,Good,Good,0
12895,Myuna Bay,14650,Lake Macquarie,1,Good,Good,0
12896,Nabiac,15240,Mid-Coast,1,Good,Good,0
12897,Nadgee,10550,Bega Valley,1,Good,Good,0
12898,Nambucca Heads,15700,Nambucca Valley,1,Good,Good,0
12899,Namoi River,17310,Tamworth Regional,1,Good,Good,0
12900,Nana Glen,11800,Coffs Harbour,1,Good,Good,0
12901,Nangus,12160,Cootamundra-Gundagai Regional,1,Good,Good,0
12902,Nanima,18710,Yass Valley,1,Good,Good,0
12903,Napoleon Reef,10470,Bathurst Regional,1,Good,Good,0
12904,Naradhan,10800,Bland,1,Good,Good,0
12905,Narara,11650,Central Coast (NSW),1,Good,Good,0
12906,Narellan,11450,Camden,1,Good,Good,0
12907,Narellan Vale,11450,Camden,1,Good,Good,0
12908,Naremburn,18250,Willoughby,1,Good,Good,0
12909,Narooma,12750,Eurobodalla,1,Good,Good,0
12910,Narrabarba,10550,Bega Valley,1,Good,Good,0
12911,Narrabeen,15990,Northern Beaches,1,Good,Good,0
12912,Narrabri,15750,Narrabri,1,Good,Good,0
12913,Narraburra,17350,Temora,1,Good,Good,0
12914,Narran Lake,11200,Brewarrina,1,Good,Good,0
12915,Narrandera,15800,Narrandera,1,Good,Good,0
12916,Narrangullen,18710,Yass Valley,1,Good,Good,0
12917,Narrawa,17640,Upper Lachlan Shire,1,Good,Good,0
12918,Narrawallee,16950,Shoalhaven,1,Good,Good,0
12919,Narraweena,15990,Northern Beaches,1,Good,Good,0
12920,Narromine,15850,Narromine,1,Good,Good,0
12921,Narwee,11570,Canterbury-Bankstown,0.6535331,Good,Good,0
12921,Narwee,12930,Georges River,0.3464669,Acceptable,Good,0
12922,Nashdale,11400,Cabonne,1,Good,Good,0
12923,Nashua,11350,Byron,1,Good,Good,0
12924,Nattai,18400,Wollondilly,1,Good,Good,0
12925,Naughtons Gap,16610,Richmond Valley,1,Good,Good,0
12926,Neath,11720,Cessnock,1,Good,Good,0
12927,Nebea,12150,Coonamble,1,Good,Good,0
12928,Neilrex,18020,Warrumbungle Shire,1,Good,Good,0
12929,Nelligen,12750,Eurobodalla,1,Good,Good,0
12930,Nelson (Bega Valley - NSW),10550,Bega Valley,1,Good,Good,0
12931,Nelson (The Hills Shire - NSW),17420,The Hills Shire,1,Good,Good,0
12932,Nelson Bay (NSW),16400,Port Stephens,1,Good,Good,0
12933,Nelsons Plains,16400,Port Stephens,1,Good,Good,0
12934,Nelungaloo,16200,Parkes,1,Good,Good,0
12935,Nemingha,17310,Tamworth Regional,1,Good,Good,0
12936,Nericon,13450,Griffith,1,Good,Good,0
12937,Neringla,12750,Eurobodalla,0.2492231,Good,Good,0
12937,Neringla,16490,Queanbeyan-Palerang Regional,0.7507769,Good,Good,0
12938,Nerong,15240,Mid-Coast,1,Good,Good,0
12939,Nerriga,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
12940,Nerrigundah,12750,Eurobodalla,1,Good,Good,0
12941,Nethercote,10550,Bega Valley,1,Good,Good,0
12942,Neurea,12390,Dubbo Regional,1,Good,Good,0
12943,Neutral Bay,15950,North Sydney,1,Good,Good,0
12944,Never Never,10600,Bellingen,1,Good,Good,0
12945,Nevertire,17950,Warren,1,Good,Good,0
12946,Neville,10850,Blayney,0.9308146,Good,Good,0
12946,Neville,12350,Cowra,0.0691854,Good,Good,0
12947,New Berrima,18350,Wingecarribee,1,Good,Good,0
12948,New Brighton,11350,Byron,1,Good,Good,0
12949,New Buildings,10550,Bega Valley,1,Good,Good,0
12950,New Italy,16610,Richmond Valley,1,Good,Good,0
12951,New Lambton,15900,Newcastle,1,Good,Good,0
12952,New Lambton Heights,14650,Lake Macquarie,0.6092542,Good,Good,0
12952,New Lambton Heights,15900,Newcastle,0.3907458,Good,Good,0
12953,New Mexico,17310,Tamworth Regional,1,Good,Good,0
12954,New Park,14550,Kyogle,1,Good,Good,0
12955,New Valley,10180,Armidale Regional,1,Good,Good,0
12956,Newbold,11730,Clarence Valley,1,Good,Good,0
12957,Newbridge (NSW),10850,Blayney,1,Good,Good,0
12958,Newcastle,15900,Newcastle,1,Good,Good,0
12959,Newcastle East,15900,Newcastle,1,Good,Good,0
12960,Newcastle West,15900,Newcastle,1,Good,Good,0
12961,Newee Creek,15700,Nambucca Valley,1,Good,Good,0
12962,Newington (NSW),16260,Parramatta,1,Acceptable,Good,0
12963,Newnes,14870,Lithgow,1,Good,Good,0
12964,Newnes Plateau,14870,Lithgow,1,Good,Good,0
12965,Newport (NSW),15990,Northern Beaches,1,Good,Good,0
12966,Newrybar,10250,Ballina,1,Good,Good,0
12967,Newstead (NSW),14220,Inverell,1,Good,Good,0
12968,Newton Boyd,11730,Clarence Valley,0.6666667,Good,Good,0
12968,Newton Boyd,13010,Glen Innes Severn,0.3333333,Good,Good,0
12969,Newtown (NSW),14170,Inner West,0.5387899,Good,Good,0
12969,Newtown (NSW),17200,Sydney,0.4612101,Good,Good,0
12970,Niagara Park,11650,Central Coast (NSW),1,Good,Good,0
12971,Niangala,17310,Tamworth Regional,0.4533884,Good,Good,0
12971,Niangala,17620,Upper Hunter Shire,6.66E-05,Good,Good,1
12971,Niangala,17850,Walcha,0.5465449,Good,Good,0
12972,Niemur,15520,Murray River,1,Good,Good,0
12973,Nightcap,11350,Byron,0.2,Good,Good,0
12973,Nightcap,14850,Lismore,0.8,Good,Good,0
12974,Nimbin,14850,Lismore,1,Good,Good,0
12975,Nimmitabel,17040,Snowy Monaro Regional,1,Good,Good,0
12976,Nimmo,17040,Snowy Monaro Regional,1,Good,Good,0
12977,Nirimba Fields,10750,Blacktown,1,Good,Good,0
12978,Nobbys Creek,17550,Tweed,1,Good,Good,0
12979,Nombi,18020,Warrumbungle Shire,1,Good,Good,0
12980,Noona,11750,Cobar,1,Good,Good,0
12981,Noorong,15520,Murray River,1,Good,Good,0
12982,Nooroo,15240,Mid-Coast,1,Good,Good,0
12983,Norah Head,11650,Central Coast (NSW),1,Good,Good,0
12984,Noraville,11650,Central Coast (NSW),1,Good,Good,0
12985,Nords Wharf,14650,Lake Macquarie,1,Good,Good,0
12986,Normanhurst,14000,Hornsby,1,Acceptable,Good,0
12987,North Albury,10050,Albury,1,Good,Good,0
12988,North Arm (NSW),17550,Tweed,1,Good,Good,0
12989,North Arm Cove,15240,Mid-Coast,1,Good,Good,0
12990,North Avoca,11650,Central Coast (NSW),1,Good,Good,0
12991,North Balgowlah,15990,Northern Beaches,1,Good,Good,0
12992,North Batemans Bay,12750,Eurobodalla,1,Good,Good,0
12993,North Boambee Valley,11800,Coffs Harbour,1,Good,Good,0
12994,North Bondi,18050,Waverley,1,Good,Good,0
12995,North Bourke,11150,Bourke,1,Good,Good,0
12996,North Brother,16380,Port Macquarie-Hastings,1,Good,Good,0
12997,North Casino,16610,Richmond Valley,1,Good,Good,0
12998,North Curl Curl,15990,Northern Beaches,1,Good,Good,0
12999,North Dorrigo,10600,Bellingen,1,Good,Good,0
13000,North Epping,14000,Hornsby,1,Acceptable,Good,0
13001,North Gosford,11650,Central Coast (NSW),1,Good,Good,0
13002,North Haven (NSW),16380,Port Macquarie-Hastings,1,Good,Good,0
13003,North Kellyville,17420,The Hills Shire,1,Good,Good,0
13004,North Lambton,15900,Newcastle,1,Good,Good,0
13005,North Lismore,14850,Lismore,1,Good,Good,0
13006,North Macksville,15700,Nambucca Valley,1,Good,Good,0
13007,North Manly,15990,Northern Beaches,1,Good,Good,0
13008,North Narooma,12750,Eurobodalla,1,Good,Good,0
13009,North Narrabeen,15990,Northern Beaches,1,Good,Good,0
13010,North Nowra,16950,Shoalhaven,1,Good,Good,0
13011,North Parramatta,16260,Parramatta,1,Acceptable,Good,0
13012,North Richmond,13800,Hawkesbury,1,Good,Good,0
13013,North Rocks,16260,Parramatta,0.9364744,Acceptable,Good,0
13013,North Rocks,17420,The Hills Shire,0.0635256,Good,Good,0
13014,North Rothbury,11720,Cessnock,1,Good,Good,0
13015,North Ryde,16700,Ryde,1,Good,Good,0
13016,North Shore (NSW),16380,Port Macquarie-Hastings,1,Good,Good,0
13017,North St Marys,16350,Penrith,1,Good,Good,0
13018,North Star,13660,Gwydir,1,Good,Good,0
13019,North Strathfield,11520,Canada Bay,1,Good,Good,0
13020,North Sydney,15950,North Sydney,1,Good,Good,0
13021,North Tamworth,17310,Tamworth Regional,1,Good,Good,0
13022,North Tumbulgum,17550,Tweed,1,Good,Good,0
13023,North Turramurra,14500,Ku-ring-gai,1,Good,Good,0
13024,North Wagga Wagga,17750,Wagga Wagga,1,Good,Good,0
13025,North Wahroonga,14500,Ku-ring-gai,1,Good,Good,0
13026,North Willoughby,18250,Willoughby,1,Good,Good,0
13027,North Wollongong,18450,Wollongong,1,Good,Good,0
13028,North Woodburn,14850,Lismore,1,Good,Good,0
13029,North Yalgogrin,10800,Bland,1,Good,Good,0
13030,North Yeoval,12390,Dubbo Regional,1,Good,Good,0
13031,Northangera,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
13032,Northbridge (NSW),18250,Willoughby,1,Good,Good,0
13033,Northmead,16260,Parramatta,1,Acceptable,Good,0
13034,Northwood (NSW),14700,Lane Cove,1,Good,Good,0
13035,Norway,16100,Oberon,1,Good,Good,0
13036,Norwest,17420,The Hills Shire,1,Good,Good,0
13037,Nowendoc,17850,Walcha,1,Good,Good,0
13038,Nowley,15750,Narrabri,1,Good,Good,0
13039,Nowra,16950,Shoalhaven,1,Good,Good,0
13040,Nowra Hill,16950,Shoalhaven,1,Good,Good,0
13041,Nubba,13910,Hilltops,1,Good,Good,0
13042,Nulkaba,11720,Cessnock,1,Good,Good,0
13043,Nullamanna,14220,Inverell,1,Good,Good,0
13044,Nullica,10550,Bega Valley,1,Good,Good,0
13045,Nullo Mountain,15270,Mid-Western Regional,1,Good,Good,0
13046,Numbaa,16950,Shoalhaven,1,Good,Good,0
13047,Number One,15240,Mid-Coast,1,Good,Good,0
13048,Numbla Vale,17040,Snowy Monaro Regional,1,Good,Good,0
13049,Numbugga,10550,Bega Valley,1,Good,Good,0
13050,Numeralla,17040,Snowy Monaro Regional,1,Good,Good,0
13051,Numinbah,17550,Tweed,1,Good,Good,0
13052,Numulgi,14850,Lismore,1,Good,Good,0
13053,Nunderi,17550,Tweed,1,Good,Good,0
13054,Nundle,17310,Tamworth Regional,1,Good,Good,0
13055,Nungatta,10550,Bega Valley,0.9926829,Good,Good,0
13055,Nungatta,17040,Snowy Monaro Regional,0.0073171,Good,Good,1
13056,Nungatta South,10550,Bega Valley,1,Good,Good,0
13057,Nurenmerenmong,17080,Snowy Valleys,1,Good,Good,0
13058,Nymagee,11750,Cobar,1,Good,Good,0
13059,Nymboida,11730,Clarence Valley,1,Good,Good,0
13060,Nyngan,10950,Bogan,1,Good,Good,0
13061,Nyora (NSW),15560,Murrumbidgee,1,Good,Good,0
13062,Nyrang Creek,11400,Cabonne,1,Good,Good,0
13063,O'Connell (NSW),10470,Bathurst Regional,0.0743787,Good,Good,0
13063,O'Connell (NSW),16100,Oberon,0.9256213,Good,Good,0
13064,Oak Flats,16900,Shellharbour,1,Good,Good,0
13065,Oakdale (NSW),18400,Wollondilly,1,Good,Good,0
13066,Oakey Park,14870,Lithgow,1,Good,Good,0
13067,Oakhampton,15050,Maitland,1,Good,Good,0
13068,Oakhampton Heights,15050,Maitland,1,Good,Good,0
13069,Oakhurst (NSW),10750,Blacktown,1,Good,Good,0
13070,Oaklands,12870,Federation,0.9867306,Good,Good,0
13070,Oaklands,15560,Murrumbidgee,0.0132694,Good,Good,0
13071,Oakville,13800,Hawkesbury,1,Good,Good,0
13072,Oakwood (NSW),14220,Inverell,1,Good,Good,0
13073,Oallen,13310,Goulburn Mulwaree,0.6069213,Good,Good,0
13073,Oallen,16490,Queanbeyan-Palerang Regional,0.3930787,Good,Good,0
13074,Oatlands (NSW),16260,Parramatta,1,Acceptable,Good,0
13075,Oatley,12930,Georges River,1,Acceptable,Good,0
13076,Oban,10180,Armidale Regional,1,Good,Good,0
13077,Obanvale,17000,Singleton,1,Good,Good,0
13078,Oberne Creek,17750,Wagga Wagga,1,Good,Good,0
13079,Oberon,16100,Oberon,1,Good,Good,0
13080,Obley,11400,Cabonne,1,Good,Good,0
13081,Ocean Shores,11350,Byron,1,Good,Good,0
13082,Ogunbil,17310,Tamworth Regional,1,Good,Good,0
13083,Old Adaminaby,17040,Snowy Monaro Regional,1,Good,Good,0
13084,Old Bar,15240,Mid-Coast,1,Good,Good,0
13085,Old Bonalbo,14550,Kyogle,1,Good,Good,0
13086,Old Erowal Bay,16950,Shoalhaven,1,Good,Good,0
13087,Old Grevillia,14550,Kyogle,1,Good,Good,0
13088,Old Guildford,12850,Fairfield,1,Good,Good,0
13089,Old Junee,14300,Junee,1,Good,Good,0
13090,Old Mill,14220,Inverell,1,Good,Good,0
13091,Old Station,14350,Kempsey,1,Good,Good,0
13092,Old Toongabbie,16260,Parramatta,1,Acceptable,Good,0
13093,Olinda (NSW),15270,Mid-Western Regional,1,Good,Good,0
13094,Olney,11720,Cessnock,1,Good,Good,0
13095,Omadale,17620,Upper Hunter Shire,1,Good,Good,0
13096,One Mile (NSW),16400,Port Stephens,1,Good,Good,0
13097,One Tree,13850,Hay,1,Good,Good,0
13098,Oolong,17640,Upper Lachlan Shire,1,Good,Good,0
13099,Ooma,12900,Forbes,1,Good,Good,0
13100,Ootha,12900,Forbes,0.8972848,Good,Good,0
13100,Ootha,14600,Lachlan,0.1027152,Good,Good,0
13101,Ophir,11400,Cabonne,1,Good,Good,0
13102,Oran Park,11450,Camden,1,Good,Good,0
13103,Orange,11400,Cabonne,0.0030988,Good,Good,1
13103,Orange,16150,Orange,0.9969012,Good,Good,0
13104,Orange Grove (NSW),13550,Gunnedah,1,Good,Good,0
13105,Orangeville,18400,Wollondilly,1,Good,Good,0
13106,Orchard Hills,16350,Penrith,1,Good,Good,0
13107,Orient Point,16950,Shoalhaven,1,Good,Good,0
13108,Orton Park,10470,Bathurst Regional,1,Good,Good,0
13109,Osborne (NSW),14950,Lockhart,1,Good,Good,0
13110,Osterley (NSW),16400,Port Stephens,1,Good,Good,0
13111,Oswald,15050,Maitland,1,Good,Good,0
13112,Otford,18450,Wollongong,1,Good,Good,0
13113,Oura,17750,Wagga Wagga,1,Good,Good,0
13114,Ourimbah,11650,Central Coast (NSW),1,Good,Good,0
13115,Ournie,17080,Snowy Valleys,1,Good,Good,0
13116,Owens Gap,17620,Upper Hunter Shire,1,Good,Good,0
13117,Oxford Falls,15990,Northern Beaches,1,Good,Good,0
13118,Oxley (Balranald - NSW),10300,Balranald,1,Good,Good,0
13119,Oxley (Warren - NSW),17950,Warren,1,Good,Good,0
13120,Oxley Island,15240,Mid-Coast,1,Good,Good,0
13121,Oxley Park,16350,Penrith,1,Good,Good,0
13122,Oxley Vale,17310,Tamworth Regional,1,Good,Good,0
13123,Oyster Bay,17150,Sutherland Shire,1,Good,Good,0
13124,Oyster Cove (NSW),16400,Port Stephens,1,Good,Good,0
13125,Packsaddle,19399,Unincorporated NSW,1,Acceptable,Good,0
13126,Paddington (NSW),17200,Sydney,0.2227646,Good,Good,0
13126,Paddington (NSW),18500,Woollahra,0.7772354,Acceptable,Good,0
13127,Paddys Flat (Kyogle - NSW),14550,Kyogle,1,Good,Good,0
13128,Paddys Flat (Snowy Monaro Regional - NSW),17040,Snowy Monaro Regional,1,Good,Good,0
13129,Paddys River (Snowy Valleys - NSW),17080,Snowy Valleys,1,Good,Good,0
13130,Paddys River (Wingecarribee - NSW),18350,Wingecarribee,1,Good,Good,0
13131,Padstow,11570,Canterbury-Bankstown,1,Good,Good,0
13132,Padstow Heights,11570,Canterbury-Bankstown,1,Good,Good,0
13133,Pagans Flat,14550,Kyogle,1,Good,Good,0
13134,Pages Creek,17620,Upper Hunter Shire,1,Good,Good,0
13135,Pages River,17620,Upper Hunter Shire,1,Good,Good,0
13136,Pagewood,10500,Bayside (NSW),1,Good,Good,0
13137,Palarang,17040,Snowy Monaro Regional,1,Good,Good,0
13138,Palerang,16490,Queanbeyan-Palerang Regional,1,Good,Good,0
13139,Paling Yards (Bathurst Regional - NSW),10470,Bathurst Regional,1,Good,Good,0
13140,Paling Yards (Oberon - NSW),16100,Oberon,1,Good,Good,0
13141,Pallal,13660,Gwydir,1,Good,Good,0
13142,Pallamallawa,13660,Gwydir,0.0488675,Good,Good,0
13142,Pallamallawa,15300,Moree Plains,0.9511325,Good,Good,0
13143,Palm Beach (NSW),15990,Northern Beaches,1,Good,Good,0
13144,Palm Grove (NSW),11650,Central Coast (NSW),1,Good,Good,0
13145,Palmdale (NSW),11650,Central Coast (NSW),1,Good,Good,0
13146,Palmers Channel,11730,Clarence Valley,1,Good,Good,0
13147,Palmers Island,11730,Clarence Valley,1,Good,Good,0
13148,Palmers Oaky,14870,Lithgow,1,Good,Good,0
13149,Palmvale,17550,Tweed,1,Good,Good,0
13150,Palmwoods (NSW),11350,Byron,1,Good,Good,0
13151,Pambula,10550,Bega Valley,1,Good,Good,0
13152,Pambula Beach,10550,Bega Valley,1,Good,Good,0
13153,Pampoolah,15240,Mid-Coast,1,Good,Good,0
13154,Pan Ban,18200,Wentworth,1,Good,Good,0
13155,Panania,11570,Canterbury-Bankstown,1,Good,Good,0
13156,Pangee,10950,Bogan,1,Good,Good,0
13157,Panuara,10850,Blayney,1,Good,Good,0
13158,Pappinbarra,16380,Port Macquarie-Hastings,1,Good,Good,0
13159,Para,18200,Wentworth,1,Good,Good,0
13160,Paradise (NSW),14220,Inverell,1,Good,Good,0
13161,Paringi,18200,Wentworth,1,Good,Good,0
13162,Parkes (NSW),16200,Parkes,1,Good,Good,0
13163,Parkesbourne,13310,Goulburn Mulwaree,1,Good,Good,0
13164,Parklea,10750,Blacktown,1,Good,Good,0
13165,Parkville (NSW),17620,Upper Hunter Shire,1,Good,Good,0
13166,Parma,16950,Shoalhaven,1,Good,Good,0
13167,Parramatta,16260,Parramatta,1,Acceptable,Good,0
13168,Parraweena,14920,Liverpool Plains,1,Good,Good,0
13169,Patchs Beach,10250,Ballina,1,Good,Good,0
13170,Paterson (NSW),12700,Dungog,1,Good,Good,0
13171,Patonga,11650,Central Coast (NSW),1,Good,Good,0
13172,Paupong,17040,Snowy Monaro Regional,1,Good,Good,0
13173,Paxton,11720,Cessnock,1,Good,Good,0
13174,Paynes Crossing,11720,Cessnock,0.9401408,Good,Good,0
13174,Paynes Crossing,17000,Singleton,0.0598592,Good,Good,0
13175,Paytens Bridge,12900,Forbes,1,Good,Good,0
13176,Peacock Creek,14550,Kyogle,1,Good,Good,0
13177,Peak Hill (NSW),16200,Parkes,1,Good,Good,0
13178,Peak View,17040,Snowy Monaro Regional,1,Good,Good,0
13179,Peakhurst,12930,Georges River,1,Acceptable,Good,0
13180,Peakhurst Heights,12930,Georges River,1,Acceptable,Good,0
13181,Pearces Creek,10250,Ballina,0.5741556,Good,Good,0
13181,Pearces Creek,14850,Lismore,0.4258444,Good,Good,0
13182,Pearl Beach,11650,Central Coast (NSW),1,Good,Good,0
13183,Peats Ridge,11650,Central Coast (NSW),1,Good,Good,0
13184,Pebbly Beach,16950,Shoalhaven,1,Good,Good,0
13185,Peel,10470,Bathurst Regional,1,Good,Good,0
13186,Peelwood,17640,Upper Lachlan Shire,1,Good,Good,0
13187,Pejar,17640,Upper Lachlan Shire,1,Good,Good,0
13188,Pelaw Main,11720,Cessnock,1,Good,Good,0
13189,Pelican (NSW),14650,Lake Macquarie,1,Good,Good,0
13190,Pelton,11720,Cessnock,1,Good,Good,0
13191,Pembrooke,16380,Port Macquarie-Hastings,1,Good,Good,0
13192,Pemulwuy,10750,Blacktown,0.0014551,Good,Good,1
13192,Pemulwuy,12380,Cumberland,0.9985449,Good,Good,0
13193,Pendle Hill,12380,Cumberland,0.8058716,Good,Good,0
13193,Pendle Hill,16260,Parramatta,0.1941284,Acceptable,Good,0
13194,Pennant Hills,14000,Hornsby,1,Acceptable,Good,0
13195,Penrith,16350,Penrith,1,Good,Good,0
13196,Penrose,18350,Wingecarribee,1,Good,Good,0
13197,Penshurst (NSW),12930,Georges River,1,Acceptable,Good,0
13198,Pericoe,10550,Bega Valley,1,Good,Good,0
13199,Perisher Valley,17040,Snowy Monaro Regional,1,Good,Good,0
13200,Perrys Crossing,13800,Hawkesbury,1,Good,Good,0
13201,Perthville,10470,Bathurst Regional,1,Good,Good,0
13202,Petersham,14170,Inner West,1,Good,Good,0
13203,Pheasants Nest,18400,Wollondilly,1,Good,Good,0
13204,Phegans Bay,11650,Central Coast (NSW),1,Good,Good,0
13205,Phillip Bay,16550,Randwick,1,Good,Good,0
13206,Phoenix Park,15050,Maitland,1,Good,Good,0
13207,Piallamore,17310,Tamworth Regional,1,Good,Good,0
13208,Piallaway,13550,Gunnedah,0.8332143,Good,Good,0
13208,Piallaway,14920,Liverpool Plains,0.1667857,Good,Good,0
13209,Piambong,15270,Mid-Western Regional,1,Good,Good,0
13210,Picketts Valley,11650,Central Coast (NSW),1,Good,Good,0
13211,Picnic Point,11570,Canterbury-Bankstown,1,Good,Good,0
13212,Picton (NSW),18400,Wollondilly,1,Good,Good,0
13213,Pigeonbah,17950,Warren,1,Good,Good,0
13214,Piggabeen,17550,Tweed,1,Good,Good,0
13215,Pikapene,11730,Clarence Valley,1,Good,Good,0
13216,Pillar Valley,11730,Clarence Valley,1,Good,Good,0
13217,Pilliga,12150,Coonamble,5.74E-05,Good,Good,1
13217,Pilliga,15750,Narrabri,0.7871131,Good,Good,0
13217,Pilliga,17900,Walgett,0.2128295,Good,Good,0
13218,Pilot Wilderness,17080,Snowy Valleys,1,Good,Good,0
13219,Pimlico (NSW),10250,Ballina,1,Good,Good,0
13220,Pimlico Island,10250,Ballina,1,Good,Good,0
13221,Pinbeyan,17080,Snowy Valleys,1,Good,Good,0
13222,Pindaroi,14220,Inverell,1,Good,Good,0
13223,Pindimar,15240,Mid-Coast,1,Good,Good,0
13224,Pine Camp,18200,Wentworth,1,Good,Good,0
13225,Pine Clump,17950,Warren,1,Good,Good,0
13226,Pine Grove (NSW),12150,Coonamble,1,Good,Good,0
13227,Pine Lodge (NSW),12730,Edward River,1,Good,Good,0
13228,Pine Ridge,14920,Liverpool Plains,1,Good,Good,0
13229,Pine Valley,17040,Snowy Monaro Regional,1,Good,Good,0
13230,Piney Range,18100,Weddin,1,Good,Good,0
13231,Pinkett,13010,Glen Innes Severn,1,Good,Good,0
13232,Pinnacle (NSW),18100,Weddin,1,Good,Good,0
13233,Pinnacle Swamp,15270,Mid-Western Regional,1,Good,Good,0
13234,Pinny Beach,14650,Lake Macquarie,1,Good,Good,0
13235,Piora,14550,Kyogle,0.3421018,Good,Good,0
13235,Piora,16610,Richmond Valley,0.6578982,Good,Good,0
13236,Pipeclay,16380,Port Macquarie-Hastings,1,Good,Good,0
13237,Pitnacree,15050,Maitland,1,Good,Good,0
13238,Pitt Town,13800,Hawkesbury,1,Good,Good,0
13239,Pitt Town Bottoms,13800,Hawkesbury,1,Good,Good,0
13240,Pleasant Hills,14950,Lockhart,1,Good,Good,0
13241,Pleasure Point,14900,Liverpool,1,Good,Good,0
13242,Plumpton (NSW),10750,Blacktown,1,Good,Good,0
13243,Point Clare,11650,Central Coast (NSW),1,Good,Good,0
13244,Point Frederick,11650,Central Coast (NSW),1,Good,Good,0
13245,Point Piper,18500,Woollahra,0.9999924,Acceptable,Good,0
13245,Point Piper,19399,Unincorporated NSW,7.60E-06,Acceptable,Good,1
13246,Point Wolstoncroft,11650,Central Coast (NSW),1,Good,Good,0
13247,Pointer Mountain,16950,Shoalhaven,1,Good,Good,0
13248,Pokolbin,11720,Cessnock,0.8820812,Good,Good,0
13248,Pokolbin,17000,Singleton,0.1179188,Good,Good,0
13249,Pola Creek,14350,Kempsey,1,Good,Good,0
13250,Polo Flat,17040,Snowy Monaro Regional,1,Good,Good,0
13251,Pomeroy,13310,Goulburn Mulwaree,0.8900242,Good,Good,0
13251,Pomeroy,17640,Upper Lachlan Shire,0.1099758,Good,Good,0
13252,Pomona (NSW),18200,Wentworth,1,Good,Good,0
13253,Ponto,12390,Dubbo Regional,1,Good,Good,0
13254,Pooncarie,18200,Wentworth,0.9999099,Good,Good,0
13254,Pooncarie,19399,Unincorporated NSW,9.01E-05,Acceptable,Good,1
13255,Port Botany,16550,Randwick,1,Good,Good,0
13256,Port Hacking,17150,Sutherland Shire,1,Good,Good,0
13257,Port Kembla,18450,Wollongong,1,Good,Good,0
13258,Port Macquarie,16380,Port Macquarie-Hastings,1,Good,Good,0
13259,Port Stephens,16400,Port Stephens,1,Good,Good,0
13260,Porters Creek,16950,Shoalhaven,1,Good,Good,0
